household_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,collection_date_2b,collection_time_2b,totalnumber_2b,date_entered_2b,date_checked_2b,ento_form_2b_female__v_0,Village,row_num,sample_num,hh_date_samp,day,species,sampleid_h,sampleid_a,sampleid_w,notes,specify,pf_pcr_infection_status
K11,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,56,1,K11_2021-06-07_1_56,7,An. gambiae,K11 H00082,K11 A00082,K11 W00082,NA,NA,negative
K11,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,56,2,K11_2021-06-07_2_56,7,An. gambiae,K11 H00083,K11 A00083,K11 W00083,NA,NA,negative
K11,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,56,3,K11_2021-06-07_3_56,7,An. gambiae,K11 H00084,K11 A00084,K11 W00084,NA,NA,negative
K11,june_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/6/22,NA,1,7/5/22,7/5/22,Complete,Kinesamo,57,1,K11_2022-06-06_1_57,2,An. gambiae,K11 H00096,K11 A00096,K11 W00096,NA,NA,NA
K11,december_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,12/5/22,NA,1,1/10/23,1/10/23,Complete,Kinesamo,58,1,K11_2022-12-05_1_58,3,An. gambiae,K11 H00098,K11 A00098,K11 W00098,NA,NA,NA
K12,june_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/8/20,NA,2,7/9/20,7/9/20,Complete,Kinesamo,59,1,K12_2020-06-08_1_59,3,An. gambiae,K12 H00089,K12 A00089,K12 W00089,NA,NA,negative
K12,june_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/8/20,NA,2,7/9/20,7/9/20,Complete,Kinesamo,59,2,K12_2020-06-08_2_59,7,Undetermined,K12 H00093,K12 A00093,K12 W00093,Very pale,NA,negative
K12,april_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,4/12/21,NA,2,5/7/21,5/7/21,Complete,Kinesamo,60,1,K12_2021-04-12_1_60,3,An. gambiae,K12 H00121,K12 A00121,K12 W00121,NA,NA,negative
K12,april_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,4/12/21,NA,2,5/7/21,5/7/21,Complete,Kinesamo,60,2,K12_2021-04-12_2_60,7,An. gambiae,K12 H00124,K12 A00124,K12 W00124,NA,NA,negative
K12,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,1,6/24/21,6/24/21,Complete,Kinesamo,61,1,K12_2021-05-10_1_61,7,An. gambiae,K12 H00141,K12 A00141,K12 W00141,Processed day 8,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,1,K12_2021-06-07_1_62,3,An. gambiae,K12 H00150,K12 A00150,K12 W00150,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,2,K12_2021-06-07_2_62,7,An. gambiae,K12 H00157,K12 A00157,K12 W00157,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,3,K12_2021-06-07_3_62,7,An. gambiae,K12 H00158,K12 A00158,K12 W00158,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,4,K12_2021-06-07_4_62,7,An. gambiae,K12 H00159,K12 A00159,K12 W00159,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,5,K12_2021-06-07_5_62,7,An. gambiae,K12 H00160,K12 A00160,K12 W00160,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,6,K12_2021-06-07_6_62,7,An. funestus,K12 H00161,K12 A00161,K12 W00161,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,7,K12_2021-06-07_7_62,7,An. gambiae,K12 H00162,K12 A00162,K12 W00162,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,8,K12_2021-06-07_8_62,7,An. gambiae,K12 H00163,K12 A00163,K12 W00163,NA,NA,negative
K12,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,62,9,K12_2021-06-07_9_62,7,An. gambiae,K12 H00164,K12 A00164,K12 W00164,NA,NA,negative
K12,july_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,7/12/21,NA,1,8/16/21,8/16/21,Complete,Kinesamo,63,1,K12_2021-07-12_1_63,1,An. gambiae,K12 H00170,K12 A00170,K12 W00170,NA,NA,negative
K12,october_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,10/14/21,NA,1,11/3/21,11/3/21,Complete,Kinesamo,64,1,K12_2021-10-14_1_64,1,An. gambiae,K12 H00174,K12 A00174,K12 W00174,NA,NA,negative
K12,june_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/6/22,NA,1,7/5/22,7/5/22,Complete,Kinesamo,65,1,K12_2022-06-06_1_65,1,An. gambiae,K12 H00182,K12 A00182,K12 W00182,No hind legs,NA,NA
K12,september_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,9/5/22,NA,1,10/13/22,10/13/22,Complete,Kinesamo,66,1,K12_2022-09-05_1_66,7,An. funestus,K12 H00184,K12 A00184,K12 W00184,NA,NA,NA
K13,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/8/21,NA,1,3/8/21,3/8/21,Complete,Kinesamo,67,1,K13_2021-02-08_1_67,7,An. funestus,K13 H00085,K13 A00085,K13 W00085,NA,NA,negative
K13,april_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,4/12/21,NA,1,5/7/21,5/7/21,Complete,Kinesamo,68,1,K13_2021-04-12_1_68,7,An. gambiae,K13 H00093,K13 A00093,K13 W00093,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,1,K13_2021-05-10_1_69,1,An. funestus,K13 H00107,K13 A00107,K13 W00107,No hind legs,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,2,K13_2021-05-10_2_69,1,An. funestus,K13 H00108,K13 A00108,K13 W00108,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,3,K13_2021-05-10_3_69,1,An. funestus,K13 H00109,K13 A00109,K13 W00109,No hind legs,NA,positive
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,4,K13_2021-05-10_4_69,1,An. funestus,K13 H00110,K13 A00110,K13 W00110,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,5,K13_2021-05-10_5_69,1,An. funestus,K13 H00111,K13 A00111,K13 W00111,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,6,K13_2021-05-10_6_69,1,An. gambiae,K13 H00112,K13 A00112,K13 W00112,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,7,K13_2021-05-10_7_69,1,An. gambiae,K13 H00113,K13 A00113,K13 W00113,Broken pulps,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,8,K13_2021-05-10_8_69,1,An. funestus,K13 H00114,K13 A00114,K13 W00114,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,9,K13_2021-05-10_9_69,1,An. funestus,K13 H00115,K13 A00115,K13 W00115,NA,NA,negative
K13,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,10,6/24/21,6/24/21,Complete,Kinesamo,69,10,K13_2021-05-10_10_69,1,An. funestus,K13 H00116,K13 A00116,K13 W00116,No hind legs,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,1,K13_2021-06-07_1_70,3,An. gambiae,K13 H00209,K13 A00209,K13 W00209,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,2,K13_2021-06-07_2_70,3,An. gambiae,K13 H00210,K13 A00210,K13 W00210,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,3,K13_2021-06-07_3_70,7,An. funestus,K13 H00219,K13 A00219,K13 W00219,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,4,K13_2021-06-07_4_70,7,An. gambiae,K13 H00220,K13 A00220,K13 W00220,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,5,K13_2021-06-07_5_70,7,An. gambiae,K13 H00221,K13 A00221,K13 W00221,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,6,K13_2021-06-07_6_70,7,An. funestus,K13 H00222,K13 A00222,K13 W00222,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,7,K13_2021-06-07_7_70,7,An. gambiae,K13 H00223,K13 A00223,K13 W00223,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,8,K13_2021-06-07_8_70,7,An. gambiae,K13 H00224,K13 A00224,K13 W00224,NA,NA,negative
K13,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,9,7/19/21,7/19/21,Complete,Kinesamo,70,9,K13_2021-06-07_9_70,7,An. gambiae,K13 H00225,K13 A00225,K13 W00225,NA,NA,negative
K13,july_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,7/12/21,NA,1,8/16/21,8/16/21,Complete,Kinesamo,71,1,K13_2021-07-12_1_71,7,An. funestus,K13 H00234,K13 A00234,K13 W00234,NA,NA,negative
K13,july_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,7/4/22,NA,1,8/8/22,8/8/22,Complete,Kinesamo,72,1,K13_2022-07-04_1_72,3,An. funestus,K13 H00239,K13 A00239,K13 W00239,NA,NA,NA
K14,march_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/9/20,NA,1,4/23/20,4/23/20,Complete,Kinesamo,73,1,K14_2020-03-09_1_73,0,An. gambiae,K14 H00073,K14 A00073,K14 W00073,NA,NA,negative
K14,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,1,6/24/21,6/24/21,Complete,Kinesamo,74,1,K14_2021-05-10_1_74,7,An. funestus,K14 H00106,K14 A00106,K14 W00106,Processed day 8,NA,negative
K15,february_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/10/20,NA,2,4/23/20,4/23/20,Complete,Kinesamo,75,1,K15_2020-02-10_1_75,2,An. gambiae,K15 H00004,K15 A00004,K15 W00004,NA,NA,NA
K15,february_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/10/20,NA,2,4/23/20,4/23/20,Complete,Kinesamo,75,2,K15_2020-02-10_2_75,7,An. gambiae,K15 H00005,K15 A00005,K15 W00005,NA,NA,negative
K15,october_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,10/12/20,NA,1,10/29/20,10/29/20,Complete,Kinesamo,76,1,K15_2020-10-12_1_76,2,An. gambiae,K15 H00010,K15 A00010,K15 W00010,NA,NA,negative
K15,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/8/21,NA,1,3/8/21,3/8/21,Complete,Kinesamo,77,1,K15_2021-02-08_1_77,1,An. funestus,K15 H00012,K15 A00012,K15 W00012,NA,NA,negative
K15,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/8/21,NA,1,4/7/21,4/7/21,Complete,Kinesamo,78,1,K15_2021-03-08_1_78,7,An. funestus,K15 H00013,K15 A00013,K15 W00013,NA,NA,negative
K15,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,4,6/24/21,6/24/21,Complete,Kinesamo,79,1,K15_2021-05-10_1_79,6,An. gambiae,K15 H00014,K15 A00014,K15 W00014,NA,NA,negative
K15,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,4,6/24/21,6/24/21,Complete,Kinesamo,79,2,K15_2021-05-10_2_79,6,An. gambiae,K15 H00015,K15 A00015,K15 W00015,NA,NA,negative
K15,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,4,6/24/21,6/24/21,Complete,Kinesamo,79,3,K15_2021-05-10_3_79,6,An. funestus,K15 H00016,K15 A00016,K15 W00016,NA,NA,negative
K15,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,4,6/24/21,6/24/21,Complete,Kinesamo,79,4,K15_2021-05-10_4_79,7,An. funestus,K15 H00029,K15 A00029,K15 W00029,Processed day 8,NA,negative
K15,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,80,1,K15_2021-06-07_1_80,7,An. gambiae,K15 H00046,K15 A00046,K15 W00046,NA,NA,NA
K15,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,80,2,K15_2021-06-07_2_80,7,An. gambiae,K15 H00047,K15 A00047,K15 W00047,NA,NA,negative
K15,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,3,7/19/21,7/19/21,Complete,Kinesamo,80,3,K15_2021-06-07_3_80,7,An. funestus,K15 H00048,K15 A00048,K15 W00048,NA,NA,negative
K16,september_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,9/7/20,NA,1,9/30/20,9/30/20,Complete,Kinesamo,81,1,K16_2020-09-07_1_81,3,An. funestus,K16 H00001,K16 A00001,K16 W00001,NA,NA,negative
K16,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,3,6/24/21,6/24/21,Complete,Kinesamo,82,1,K16_2021-05-10_1_82,6,An. gambiae,K16 H00012,K16 A00012,K16 W00012,NA,NA,positive
K16,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,3,6/24/21,6/24/21,Complete,Kinesamo,82,2,K16_2021-05-10_2_82,6,An. gambiae,K16 H00013,K16 A00013,K16 W00013,NA,NA,positive
K16,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/10/21,NA,3,6/24/21,6/24/21,Complete,Kinesamo,82,3,K16_2021-05-10_3_82,6,An. gambiae,K16 H00014,K16 A00014,K16 W00014,NA,NA,negative
K16,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/7/21,NA,1,7/19/21,7/19/21,Complete,Kinesamo,83,1,K16_2021-06-07_1_83,3,An. gambiae,K16 H00022,K16 A00022,K16 W00022,NA,NA,negative
K17,october_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,10/12/20,NA,2,10/29/20,10/29/20,Complete,Kinesamo,84,1,K17_2020-10-12_1_84,1,An. funestus,K17 H00001,K17 A00001,K17 W00001,NA,NA,negative
K17,october_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,10/12/20,NA,2,10/29/20,10/29/20,Complete,Kinesamo,84,2,K17_2020-10-12_2_84,7,Undetermined,K17 H00002,K17 A00002,K17 W00002,Very pale,NA,negative
L01,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,85,1,L01_2021-03-19_1_85,2,An. funestus,L01 H00002,L01 A00002,L01 W00002,NA,NA,negative
L01,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,85,2,L01_2021-03-19_2_85,2,An. funestus,L01 H00003,L01 A00003,L01 W00003,NA,NA,negative
L01,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,85,3,L01_2021-03-19_3_85,4,An. funestus,L01 H00004,L01 A00004,L01 W00004,NA,NA,negative
L01,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,85,4,L01_2021-03-19_4_85,4,An. funestus,L01 H00005,L01 A00005,L01 W00005,NA,NA,negative
L01,april_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,4/23/21,NA,1,5/7/21,5/7/21,Complete,Lurare,86,1,L01_2021-04-23_1_86,5,An. gambiae,L01 H00012,L01 A00012,L01 W00012,NA,NA,negative
L02,june_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/19/20,NA,1,7/8/20,7/8/20,Complete,Lurare,87,1,L02_2020-06-19_1_87,3,An. gambiae,L02 H00001,L02 A00001,L02 W00001,NA,NA,negative
L02,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/19/21,NA,1,3/16/21,3/16/21,Complete,Lurare,88,1,L02_2021-02-19_1_88,7,An. gambiae,L02 H00003,L02 A00003,L02 W00003,NA,NA,negative
L02,april_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,4/23/21,NA,1,5/7/21,5/7/21,Complete,Lurare,89,1,L02_2021-04-23_1_89,5,An. gambiae,L02 H00045,L02 A00045,L02 W00045,NA,NA,negative
L02,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,1,6/23/21,6/23/21,Complete,Lurare,90,1,L02_2021-05-21_1_90,7,An. gambiae,L02 H00048,L02 A00048,L02 W00048,NA,NA,negative
L03,june_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/19/20,NA,1,7/8/20,7/8/20,Complete,Lurare,91,1,L03_2020-06-19_1_91,2,Undetermined,L03 H00002,L03 A00002,L03 W00002,Very pale sample,NA,negative
L03,july_2020_arm_1,ento_form_2b_female_anopheles_reared_2220,1,7/24/20,NA,1,8/14/20,8/14/20,Complete,Lurare,92,1,L03_2020-07-24_1_92,3,An. gambiae,L03 H00004,L03 A00004,L03 W00004,NA,NA,negative
L04,january_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,1/22/21,NA,1,3/16/21,3/16/21,Complete,Lurare,93,1,L04_2021-01-22_1_93,7,An. gambiae,L04 H00004,L04 A00004,L04 W00004,NA,NA,negative
L05,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/19/21,NA,1,3/16/21,3/16/21,Complete,Lurare,94,1,L05_2021-02-19_1_94,7,An. gambiae,L05 H00004,L05 A00004,L05 W00004,NA,NA,negative
L05,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,2,4/7/21,4/7/21,Complete,Lurare,95,1,L05_2021-03-19_1_95,3,An. funestus,L05 H00008,L05 A00008,L05 W00008,NA,NA,negative
L05,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,2,4/7/21,4/7/21,Complete,Lurare,95,2,L05_2021-03-19_2_95,7,An. funestus,L05 H00011,L05 A00011,L05 W00011,NA,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,1,L05_2021-05-21_1_96,7,An. gambiae,L05 H00021,L05 A00021,L05 W00021,NA,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,2,L05_2021-05-21_2_96,7,An. gambiae,L05 H00022,L05 A00022,L05 W00022,NA,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,3,L05_2021-05-21_3_96,7,An. gambiae,L05 H00023,L05 A00023,L05 W00023,Wings disappeared,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,4,L05_2021-05-21_4_96,7,An. gambiae,L05 H00024,L05 A00024,L05 W00024,NA,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,5,L05_2021-05-21_5_96,7,An. gambiae,L05 H00025,L05 A00025,L05 W00025,NA,NA,negative
L05,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,6,6/23/21,6/23/21,Complete,Lurare,96,6,L05_2021-05-21_6_96,7,An. gambiae,L05 H00026,L05 A00026,L05 W00026,NA,NA,negative
L08,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/19/21,NA,1,3/16/21,3/16/21,Complete,Lurare,97,1,L08_2021-02-19_1_97,7,An. funestus,L08 H00005,L08 A00005,L08 W00005,NA,NA,negative
L08,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,3,4/7/21,4/7/21,Complete,Lurare,98,1,L08_2021-03-19_1_98,7,An. funestus,L08 H00016,L08 A00016,L08 W00016,NA,NA,negative
L08,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,3,4/7/21,4/7/21,Complete,Lurare,98,2,L08_2021-03-19_2_98,7,An. funestus,L08 H00017,L08 A00017,L08 W00017,NA,NA,negative
L08,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,3,4/7/21,4/7/21,Complete,Lurare,98,3,L08_2021-03-19_3_98,7,An. funestus,L08 H00018,L08 A00018,L08 W00018,NA,NA,negative
L08,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,2,6/23/21,6/23/21,Complete,Lurare,99,1,L08_2021-05-21_1_99,7,An. gambiae,L08 H00030,L08 A00030,L08 W00030,NA,NA,negative
L08,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,2,6/23/21,6/23/21,Complete,Lurare,99,2,L08_2021-05-21_2_99,7,An. gambiae,L08 H00031,L08 A00031,L08 W00031,NA,NA,negative
L08,june_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,6/18/21,NA,1,7/19/21,7/19/21,Complete,Lurare,100,1,L08_2021-06-18_1_100,7,An. funestus,L08 H00036,L08 A00036,L08 W00036,NA,NA,negative
L08,july_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,7/23/21,NA,1,8/16/21,8/16/21,Complete,Lurare,101,1,L08_2021-07-23_1_101,7,An. funestus,L08 H00037,L08 A00037,L08 W00037,The sample was crushed and could not separate wings from abdomen,NA,negative
L08,may_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/20/22,NA,2,6/6/22,6/6/22,Complete,Lurare,102,1,L08_2022-05-20_1_102,7,An. gambiae,L08 H00039,L08 A00039,L08 W00039,NA,NA,NA
L08,may_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/20/22,NA,2,6/6/22,6/6/22,Complete,Lurare,102,2,L08_2022-05-20_2_102,7,An. funestus,L08 H00040,L08 A00040,L08 W00040,NA,NA,NA
L08,december_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,12/16/22,NA,1,1/10/23,1/10/23,Complete,Lurare,103,1,L08_2022-12-16_1_103,3,An. gambiae,L08 H00042,L08 A00042,L08 W00042,NA,NA,NA
L09,feburary_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,2/19/21,NA,1,3/16/21,3/16/21,Complete,Lurare,104,1,L09_2021-02-19_1_104,7,An. funestus,L09 H00002,L09 A00002,L09 W00002,NA,NA,negative
L09,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,2,4/7/21,4/7/21,Complete,Lurare,105,1,L09_2021-03-19_1_105,7,An. funestus,L09 H00010,L09 A00010,L09 W00010,NA,NA,negative
L09,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,2,4/7/21,4/7/21,Complete,Lurare,105,2,L09_2021-03-19_2_105,7,An. funestus,L09 H00011,L09 A00011,L09 W00011,NA,NA,negative
L09,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,3,6/23/21,6/23/21,Complete,Lurare,106,1,L09_2021-05-21_1_106,7,An. gambiae,L09 H00022,L09 A00022,L09 W00022,NA,NA,negative
L09,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,3,6/23/21,6/23/21,Complete,Lurare,106,2,L09_2021-05-21_2_106,7,An. gambiae,L09 H00023,L09 A00023,L09 W00023,NA,NA,negative
L09,may_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,5/21/21,NA,3,6/23/21,6/23/21,Complete,Lurare,106,3,L09_2021-05-21_3_106,7,An. gambiae,L09 H00024,L09 A00024,L09 W00024,NA,NA,negative
L09,november_2022_arm_1,ento_form_2b_female_anopheles_reared_2220,1,11/18/22,NA,1,12/15/22,12/15/22,Complete,Lurare,107,1,L09_2022-11-18_1_107,3,An. demeilloni,L09 H00036,L09 A00036,L09 W00036,NA,NA,NA
L12,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,108,1,L12_2021-03-19_1_108,7,An. funestus,L12 H00007,L12 A00007,L12 W00007,NA,NA,negative
L12,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,108,2,L12_2021-03-19_2_108,7,An. funestus,L12 H00008,L12 A00008,L12 W00008,NA,NA,negative
L12,march_2021_arm_1,ento_form_2b_female_anopheles_reared_2220,1,3/19/21,NA,4,4/7/21,4/7/21,Complete,Lurare,108,3,L12_2021-03-19_3_108,7,An. funestus,L12 H00009,L12 A00009,L12 W00009,NA,NA,NA
